year_month	county	hd	sd	cd	party	count
2/1/2016	MULTNOMAH	35	18	1	Democrat	2262
2/1/2016	MULTNOMAH	35	18	1	Independent Party	174
2/1/2016	MULTNOMAH	35	18	1	NAV+	990
2/1/2016	MULTNOMAH	35	18	1	Republican	711
2/1/2016	MULTNOMAH	35	18	3	Democrat	418
2/1/2016	MULTNOMAH	35	18	3	Independent Party	30
2/1/2016	MULTNOMAH	35	18	3	NAV+	210
2/1/2016	MULTNOMAH	35	18	3	Republican	93
2/1/2016	MULTNOMAH	35	18	5	Democrat	455
2/1/2016	MULTNOMAH	35	18	5	Independent Party	40
2/1/2016	MULTNOMAH	35	18	5	NAV+	224
2/1/2016	MULTNOMAH	35	18	5	Republican	212
2/1/2016	MULTNOMAH	36	18	1	Democrat	8149
2/1/2016	MULTNOMAH	36	18	1	Independent Party	635
2/1/2016	MULTNOMAH	36	18	1	NAV+	3813
2/1/2016	MULTNOMAH	36	18	1	Republican	1837
2/1/2016	MULTNOMAH	36	18	3	Democrat	15057
2/1/2016	MULTNOMAH	36	18	3	Independent Party	1457
2/1/2016	MULTNOMAH	36	18	3	NAV+	8651
2/1/2016	MULTNOMAH	36	18	3	Republican	3556
2/1/2016	MULTNOMAH	38	19	3	Democrat	10006
2/1/2016	MULTNOMAH	38	19	3	Independent Party	769
2/1/2016	MULTNOMAH	38	19	3	NAV+	4555
2/1/2016	MULTNOMAH	38	19	3	Republican	2673
2/1/2016	MULTNOMAH	38	19	5	Democrat	1266
2/1/2016	MULTNOMAH	38	19	5	Independent Party	99
2/1/2016	MULTNOMAH	38	19	5	NAV+	556
2/1/2016	MULTNOMAH	38	19	5	Republican	541
2/1/2016	MULTNOMAH	41	21	3	Democrat	9892
2/1/2016	MULTNOMAH	41	21	3	Independent Party	643
2/1/2016	MULTNOMAH	41	21	3	NAV+	4366
2/1/2016	MULTNOMAH	41	21	3	Republican	1812
2/1/2016	MULTNOMAH	42	21	3	Democrat	26779
2/1/2016	MULTNOMAH	42	21	3	Independent Party	1794
2/1/2016	MULTNOMAH	42	21	3	NAV+	14566
2/1/2016	MULTNOMAH	42	21	3	Republican	2410
2/1/2016	MULTNOMAH	43	22	3	Democrat	28555
2/1/2016	MULTNOMAH	43	22	3	Independent Party	1602
2/1/2016	MULTNOMAH	43	22	3	NAV+	13757
2/1/2016	MULTNOMAH	43	22	3	Republican	2309
2/1/2016	MULTNOMAH	44	22	3	Democrat	21160
2/1/2016	MULTNOMAH	44	22	3	Independent Party	1455
2/1/2016	MULTNOMAH	44	22	3	NAV+	12519
2/1/2016	MULTNOMAH	44	22	3	Republican	3136
2/1/2016	MULTNOMAH	45	23	3	Democrat	23506
2/1/2016	MULTNOMAH	45	23	3	Independent Party	1577
2/1/2016	MULTNOMAH	45	23	3	NAV+	11327
2/1/2016	MULTNOMAH	45	23	3	Republican	5118
2/1/2016	MULTNOMAH	46	23	3	Democrat	21105
2/1/2016	MULTNOMAH	46	23	3	Independent Party	1494
2/1/2016	MULTNOMAH	46	23	3	NAV+	12084
2/1/2016	MULTNOMAH	46	23	3	Republican	4177
2/1/2016	MULTNOMAH	47	24	3	Democrat	13724
2/1/2016	MULTNOMAH	47	24	3	Independent Party	1236
2/1/2016	MULTNOMAH	47	24	3	NAV+	10205
2/1/2016	MULTNOMAH	47	24	3	Republican	5842
2/1/2016	MULTNOMAH	48	24	3	Democrat	6172
2/1/2016	MULTNOMAH	48	24	3	Independent Party	561
2/1/2016	MULTNOMAH	48	24	3	NAV+	5373
2/1/2016	MULTNOMAH	48	24	3	Republican	2029
2/1/2016	MULTNOMAH	48	24	5	Democrat	558
2/1/2016	MULTNOMAH	48	24	5	Independent Party	70
2/1/2016	MULTNOMAH	48	24	5	NAV+	444
2/1/2016	MULTNOMAH	48	24	5	Republican	338
2/1/2016	MULTNOMAH	49	25	3	Democrat	11558
2/1/2016	MULTNOMAH	49	25	3	Independent Party	1472
2/1/2016	MULTNOMAH	49	25	3	NAV+	9442
2/1/2016	MULTNOMAH	49	25	3	Republican	7544
2/1/2016	MULTNOMAH	50	25	3	Democrat	11692
2/1/2016	MULTNOMAH	50	25	3	Independent Party	1436
2/1/2016	MULTNOMAH	50	25	3	NAV+	9380
2/1/2016	MULTNOMAH	50	25	3	Republican	8390
2/1/2016	MULTNOMAH	51	26	3	Democrat	5964
2/1/2016	MULTNOMAH	51	26	3	Independent Party	602
2/1/2016	MULTNOMAH	51	26	3	NAV+	5081
2/1/2016	MULTNOMAH	51	26	3	Republican	3319
2/1/2016	MULTNOMAH	52	26	3	Democrat	2704
2/1/2016	MULTNOMAH	52	26	3	Independent Party	358
2/1/2016	MULTNOMAH	52	26	3	NAV+	2052
2/1/2016	MULTNOMAH	52	26	3	Republican	2796
2/1/2016	POLK	10	5	5	Democrat	498
2/1/2016	POLK	10	5	5	Independent Party	87
2/1/2016	POLK	10	5	5	NAV+	510
2/1/2016	POLK	10	5	5	Republican	407
2/1/2016	POLK	20	10	5	Democrat	8487
2/1/2016	POLK	20	10	5	Independent Party	1392
2/1/2016	POLK	20	10	5	NAV+	6048
2/1/2016	POLK	20	10	5	Republican	8310
2/1/2016	POLK	23	12	5	Democrat	5331
2/1/2016	POLK	23	12	5	Independent Party	901
2/1/2016	POLK	23	12	5	NAV+	4100
2/1/2016	POLK	23	12	5	Republican	7528
2/1/2016	SHERMAN	57	29	2	Democrat	273
2/1/2016	SHERMAN	57	29	2	Independent Party	41
2/1/2016	SHERMAN	57	29	2	NAV+	237
2/1/2016	SHERMAN	57	29	2	Republican	545
2/1/2016	TILLAMOOK	10	5	5	Democrat	1857
2/1/2016	TILLAMOOK	10	5	5	Independent Party	247
2/1/2016	TILLAMOOK	10	5	5	NAV+	1165
2/1/2016	TILLAMOOK	10	5	5	Republican	1732
2/1/2016	TILLAMOOK	32	16	5	Democrat	3716
2/1/2016	TILLAMOOK	32	16	5	Independent Party	449
2/1/2016	TILLAMOOK	32	16	5	NAV+	2482
2/1/2016	TILLAMOOK	32	16	5	Republican	2990
2/1/2016	UMATILLA	57	29	2	Democrat	4088
2/1/2016	UMATILLA	57	29	2	Independent Party	810
2/1/2016	UMATILLA	57	29	2	NAV+	5377
2/1/2016	UMATILLA	57	29	2	Republican	6258
2/1/2016	UMATILLA	58	29	2	Democrat	3788
2/1/2016	UMATILLA	58	29	2	Independent Party	795
2/1/2016	UMATILLA	58	29	2	NAV+	3975
2/1/2016	UMATILLA	58	29	2	Republican	6244
2/1/2016	UNION	58	29	2	Democrat	3552
2/1/2016	UNION	58	29	2	Independent Party	753
2/1/2016	UNION	58	29	2	NAV+	3417
2/1/2016	UNION	58	29	2	Republican	6614
2/1/2016	WALLOWA	58	29	2	Democrat	1113
2/1/2016	WALLOWA	58	29	2	Independent Party	202
2/1/2016	WALLOWA	58	29	2	NAV+	887
2/1/2016	WALLOWA	58	29	2	Republican	2375
2/1/2016	WASCO	57	29	2	Democrat	332
2/1/2016	WASCO	57	29	2	Independent Party	62
2/1/2016	WASCO	57	29	2	NAV+	364
2/1/2016	WASCO	57	29	2	Republican	566
2/1/2016	WASCO	59	30	2	Democrat	4273
2/1/2016	WASCO	59	30	2	Independent Party	578
2/1/2016	WASCO	59	30	2	NAV+	3234
2/1/2016	WASCO	59	30	2	Republican	3636
2/1/2016	WASHINGTON	24	12	1	Democrat	2470
2/1/2016	WASHINGTON	24	12	1	Independent Party	325
2/1/2016	WASHINGTON	24	12	1	NAV+	2050
2/1/2016	WASHINGTON	24	12	1	Republican	2516
2/1/2016	WASHINGTON	25	13	1	Democrat	2
2/1/2016	WASHINGTON	26	13	1	Democrat	9517
2/1/2016	WASHINGTON	26	13	1	Independent Party	1373
2/1/2016	WASHINGTON	26	13	1	NAV+	7101
2/1/2016	WASHINGTON	26	13	1	Republican	10213
2/1/2016	WASHINGTON	27	14	1	Democrat	15448
2/1/2016	WASHINGTON	27	14	1	Independent Party	1606
2/1/2016	WASHINGTON	27	14	1	NAV+	9402
2/1/2016	WASHINGTON	27	14	1	Republican	9156
2/1/2016	WASHINGTON	28	14	1	Democrat	13104
2/1/2016	WASHINGTON	28	14	1	Independent Party	1521
2/1/2016	WASHINGTON	28	14	1	NAV+	10223
2/1/2016	WASHINGTON	28	14	1	Republican	8630
2/1/2016	WASHINGTON	29	15	1	Democrat	10401
2/1/2016	WASHINGTON	29	15	1	Independent Party	1351
2/1/2016	WASHINGTON	29	15	1	NAV+	9439
2/1/2016	WASHINGTON	29	15	1	Republican	8026
2/1/2016	WASHINGTON	30	15	1	Democrat	12195
2/1/2016	WASHINGTON	30	15	1	Independent Party	1698
2/1/2016	WASHINGTON	30	15	1	NAV+	10853
2/1/2016	WASHINGTON	30	15	1	Republican	9369
2/1/2016	WASHINGTON	31	16	1	Democrat	1862
2/1/2016	WASHINGTON	31	16	1	Independent Party	226
2/1/2016	WASHINGTON	31	16	1	NAV+	1690
2/1/2016	WASHINGTON	31	16	1	Republican	1772
2/1/2016	WASHINGTON	32	16	1	Democrat	1935
2/1/2016	WASHINGTON	32	16	1	Independent Party	246
2/1/2016	WASHINGTON	32	16	1	NAV+	1697
2/1/2016	WASHINGTON	32	16	1	Republican	2336
2/1/2016	WASHINGTON	33	17	1	Democrat	10447
2/1/2016	WASHINGTON	33	17	1	Independent Party	1194
2/1/2016	WASHINGTON	33	17	1	NAV+	7991
2/1/2016	WASHINGTON	33	17	1	Republican	7367
2/1/2016	WASHINGTON	34	17	1	Democrat	14491
2/1/2016	WASHINGTON	34	17	1	Independent Party	1590
2/1/2016	WASHINGTON	34	17	1	NAV+	10172
2/1/2016	WASHINGTON	34	17	1	Republican	8084
2/1/2016	WASHINGTON	35	18	1	Democrat	13065
2/1/2016	WASHINGTON	35	18	1	Independent Party	1594
2/1/2016	WASHINGTON	35	18	1	NAV+	8435
2/1/2016	WASHINGTON	35	18	1	Republican	9251
2/1/2016	WASHINGTON	37	19	1	Democrat	5350
2/1/2016	WASHINGTON	37	19	1	Independent Party	797
2/1/2016	WASHINGTON	37	19	1	NAV+	3756
2/1/2016	WASHINGTON	37	19	1	Republican	4800
2/1/2016	WASHINGTON	38	19	1	NAV+	0
2/1/2016	WHEELER	59	30	2	Democrat	253
2/1/2016	WHEELER	59	30	2	Independent Party	49
2/1/2016	WHEELER	59	30	2	NAV+	193
2/1/2016	WHEELER	59	30	2	Republican	403
2/1/2016	YAMHILL	10	5	1	Democrat	901
2/1/2016	YAMHILL	10	5	1	Independent Party	171
2/1/2016	YAMHILL	10	5	1	NAV+	939
2/1/2016	YAMHILL	10	5	1	Republican	1085
2/1/2016	YAMHILL	23	12	1	Democrat	2423
2/1/2016	YAMHILL	23	12	1	Independent Party	383
2/1/2016	YAMHILL	23	12	1	NAV+	1918
2/1/2016	YAMHILL	23	12	1	Republican	3060
2/1/2016	YAMHILL	24	12	1	Democrat	9330
2/1/2016	YAMHILL	24	12	1	Independent Party	1483
2/1/2016	YAMHILL	24	12	1	NAV+	7417
2/1/2016	YAMHILL	24	12	1	Republican	9837
2/1/2016	YAMHILL	25	13	1	Democrat	3962
2/1/2016	YAMHILL	25	13	1	Independent Party	824
2/1/2016	YAMHILL	25	13	1	NAV+	3624
2/1/2016	YAMHILL	25	13	1	Republican	5315
2/1/2016	YAMHILL	32	16	1	Republican	1
3/1/2016	BAKER	60	30	2	Democrat	2081
3/1/2016	BAKER	60	30	2	Independent Party	558
3/1/2016	BAKER	60	30	2	NAV+	2382
3/1/2016	BAKER	60	30	2	Republican	4850
3/1/2016	BENTON	15	8	4	Democrat	260
3/1/2016	BENTON	15	8	4	Independent Party	36
3/1/2016	BENTON	15	8	4	NAV+	186
3/1/2016	BENTON	15	8	4	Republican	212
3/1/2016	BENTON	15	8	5	Democrat	2132
3/1/2016	BENTON	15	8	5	Independent Party	292
3/1/2016	BENTON	15	8	5	NAV+	1488
3/1/2016	BENTON	15	8	5	Republican	2765
3/1/2016	BENTON	16	8	4	Democrat	16064
3/1/2016	BENTON	16	8	4	Independent Party	1525
3/1/2016	BENTON	16	8	4	NAV+	9234
3/1/2016	BENTON	16	8	4	Republican	7149
3/1/2016	BENTON	23	12	4	Democrat	2867
3/1/2016	BENTON	23	12	4	Independent Party	334
3/1/2016	BENTON	23	12	4	NAV+	1778
3/1/2016	BENTON	23	12	4	Republican	2470
3/1/2016	BENTON	23	12	5	Democrat	318
3/1/2016	BENTON	23	12	5	Independent Party	49
3/1/2016	BENTON	23	12	5	NAV+	262
3/1/2016	BENTON	23	12	5	Republican	334
3/1/2016	CLACKAMAS	18	9	3	Democrat	736
3/1/2016	CLACKAMAS	18	9	3	Independent Party	99
3/1/2016	CLACKAMAS	18	9	3	NAV+	689
3/1/2016	CLACKAMAS	18	9	3	Republican	938
3/1/2016	CLACKAMAS	18	9	5	Democrat	3403
3/1/2016	CLACKAMAS	18	9	5	Independent Party	571
3/1/2016	CLACKAMAS	18	9	5	NAV+	3297
3/1/2016	CLACKAMAS	18	9	5	Republican	5240
3/1/2016	CLACKAMAS	26	13	5	Democrat	3536
3/1/2016	CLACKAMAS	26	13	5	Independent Party	594
3/1/2016	CLACKAMAS	26	13	5	NAV+	2833
3/1/2016	CLACKAMAS	26	13	5	Republican	3881
3/1/2016	CLACKAMAS	35	18	5	Democrat	194
3/1/2016	CLACKAMAS	35	18	5	Independent Party	12
3/1/2016	CLACKAMAS	35	18	5	NAV+	128
3/1/2016	CLACKAMAS	35	18	5	Republican	160
3/1/2016	CLACKAMAS	37	19	5	Democrat	9613
3/1/2016	CLACKAMAS	37	19	5	Independent Party	1251
3/1/2016	CLACKAMAS	37	19	5	NAV+	5932
3/1/2016	CLACKAMAS	37	19	5	Republican	8891
3/1/2016	CLACKAMAS	38	19	5	Democrat	10264
3/1/2016	CLACKAMAS	38	19	5	Independent Party	1278
3/1/2016	CLACKAMAS	38	19	5	NAV+	5537
3/1/2016	CLACKAMAS	38	19	5	Republican	7739
3/1/2016	CLACKAMAS	39	20	3	Democrat	8042
3/1/2016	CLACKAMAS	39	20	3	Independent Party	1173
3/1/2016	CLACKAMAS	39	20	3	NAV+	6495
3/1/2016	CLACKAMAS	39	20	3	Republican	8832
3/1/2016	CLACKAMAS	39	20	5	Democrat	5201
3/1/2016	CLACKAMAS	39	20	5	Independent Party	807
3/1/2016	CLACKAMAS	39	20	5	NAV+	3503
3/1/2016	CLACKAMAS	39	20	5	Republican	6955
3/1/2016	CLACKAMAS	40	20	3	Democrat	4
3/1/2016	CLACKAMAS	40	20	3	Independent Party	2
3/1/2016	CLACKAMAS	40	20	3	NAV+	6
3/1/2016	CLACKAMAS	40	20	3	Republican	14
3/1/2016	CLACKAMAS	40	20	5	Democrat	15143
3/1/2016	CLACKAMAS	40	20	5	Independent Party	1987
3/1/2016	CLACKAMAS	40	20	5	NAV+	10791
3/1/2016	CLACKAMAS	40	20	5	Republican	11626
3/1/2016	CLACKAMAS	41	21	5	Democrat	11440
3/1/2016	CLACKAMAS	41	21	5	Independent Party	1183
3/1/2016	CLACKAMAS	41	21	5	NAV+	6874
3/1/2016	CLACKAMAS	41	21	5	Republican	5540
3/1/2016	CLACKAMAS	48	24	3	Democrat	123
3/1/2016	CLACKAMAS	48	24	3	Independent Party	15
3/1/2016	CLACKAMAS	48	24	3	NAV+	90
3/1/2016	CLACKAMAS	48	24	3	Republican	202
3/1/2016	CLACKAMAS	48	24	5	Democrat	6350
3/1/2016	CLACKAMAS	48	24	5	Independent Party	856
3/1/2016	CLACKAMAS	48	24	5	NAV+	4682
3/1/2016	CLACKAMAS	48	24	5	Republican	4604
3/1/2016	CLACKAMAS	51	26	3	Democrat	4517
3/1/2016	CLACKAMAS	51	26	3	Independent Party	648
3/1/2016	CLACKAMAS	51	26	3	NAV+	3735
3/1/2016	CLACKAMAS	51	26	3	Republican	4817
3/1/2016	CLACKAMAS	51	26	5	Democrat	2218
3/1/2016	CLACKAMAS	51	26	5	Independent Party	275
3/1/2016	CLACKAMAS	51	26	5	NAV+	1849
3/1/2016	CLACKAMAS	51	26	5	Republican	1995
3/1/2016	CLACKAMAS	52	26	3	Democrat	5894
3/1/2016	CLACKAMAS	52	26	3	Independent Party	949
3/1/2016	CLACKAMAS	52	26	3	NAV+	5271
3/1/2016	CLACKAMAS	52	26	3	Republican	6060
3/1/2016	CLACKAMAS	59	30	5	NAV+	0
3/1/2016	CLATSOP	32	16	1	Democrat	8401
3/1/2016	CLATSOP	32	16	1	Independent Party	1026
3/1/2016	CLATSOP	32	16	1	NAV+	6021
3/1/2016	CLATSOP	32	16	1	Republican	5959
3/1/2016	COLUMBIA	31	16	1	Democrat	11221
3/1/2016	COLUMBIA	31	16	1	Independent Party	1369
3/1/2016	COLUMBIA	31	16	1	NAV+	7875
3/1/2016	COLUMBIA	31	16	1	Republican	8637
3/1/2016	COOS	1	1	4	Democrat	4516
3/1/2016	COOS	1	1	4	Independent Party	678
3/1/2016	COOS	1	1	4	NAV+	3397
3/1/2016	COOS	1	1	4	Republican	5274
3/1/2016	COOS	9	5	4	Democrat	7182
3/1/2016	COOS	9	5	4	Independent Party	1093
3/1/2016	COOS	9	5	4	NAV+	5058
3/1/2016	COOS	9	5	4	Republican	6427
3/1/2016	CROOK	55	28	2	Democrat	3139
3/1/2016	CROOK	55	28	2	Independent Party	850
3/1/2016	CROOK	55	28	2	NAV+	3091
3/1/2016	CROOK	55	28	2	Republican	5848
3/1/2016	CURRY	1	1	4	Democrat	3972
3/1/2016	CURRY	1	1	4	Independent Party	941
3/1/2016	CURRY	1	1	4	NAV+	3130
3/1/2016	CURRY	1	1	4	Republican	5148
3/1/2016	DESCHUTES	53	27	2	Democrat	11900
3/1/2016	DESCHUTES	53	27	2	Independent Party	2896
3/1/2016	DESCHUTES	53	27	2	NAV+	10694
3/1/2016	DESCHUTES	53	27	2	Republican	16280
3/1/2016	DESCHUTES	54	27	2	Democrat	14996
3/1/2016	DESCHUTES	54	27	2	Independent Party	2916
3/1/2016	DESCHUTES	54	27	2	NAV+	11674
3/1/2016	DESCHUTES	54	27	2	Republican	11810
3/1/2016	DESCHUTES	55	28	2	Democrat	2069
3/1/2016	DESCHUTES	55	28	2	Independent Party	554
3/1/2016	DESCHUTES	55	28	2	NAV+	2086
3/1/2016	DESCHUTES	55	28	2	Republican	3066
3/1/2016	DESCHUTES	59	30	2	Democrat	3570
3/1/2016	DESCHUTES	59	30	2	Independent Party	840
3/1/2016	DESCHUTES	59	30	2	NAV+	2792
3/1/2016	DESCHUTES	59	30	2	Republican	5839
3/1/2016	DOUGLAS	1	1	4	Democrat	2355
3/1/2016	DOUGLAS	1	1	4	Independent Party	459
3/1/2016	DOUGLAS	1	1	4	NAV+	1938
3/1/2016	DOUGLAS	1	1	4	Republican	4709
3/1/2016	DOUGLAS	2	1	4	Democrat	8365
3/1/2016	DOUGLAS	2	1	4	Independent Party	1630
3/1/2016	DOUGLAS	2	1	4	NAV+	7427
3/1/2016	DOUGLAS	2	1	4	Republican	12386
3/1/2016	DOUGLAS	7	4	4	Democrat	4952
3/1/2016	DOUGLAS	7	4	4	Independent Party	1069
3/1/2016	DOUGLAS	7	4	4	NAV+	4658
3/1/2016	DOUGLAS	7	4	4	Republican	8246
3/1/2016	DOUGLAS	9	5	4	Democrat	1037
3/1/2016	DOUGLAS	9	5	4	Independent Party	193
3/1/2016	DOUGLAS	9	5	4	NAV+	679
3/1/2016	DOUGLAS	9	5	4	Republican	1056
3/1/2016	GILLIAM	57	29	2	Democrat	313
3/1/2016	GILLIAM	57	29	2	Independent Party	57
3/1/2016	GILLIAM	57	29	2	NAV+	304
3/1/2016	GILLIAM	57	29	2	Republican	562
3/1/2016	GRANT	60	30	2	Democrat	981
3/1/2016	GRANT	60	30	2	Independent Party	255
3/1/2016	GRANT	60	30	2	NAV+	924
3/1/2016	GRANT	60	30	2	Republican	2241
3/1/2016	HARNEY	60	30	2	Democrat	900
3/1/2016	HARNEY	60	30	2	Independent Party	182
3/1/2016	HARNEY	60	30	2	NAV+	934
3/1/2016	HARNEY	60	30	2	Republican	2227
3/1/2016	HOOD RIVER	52	26	2	Democrat	4943
3/1/2016	HOOD RIVER	52	26	2	Independent Party	611
3/1/2016	HOOD RIVER	52	26	2	NAV+	3421
3/1/2016	HOOD RIVER	52	26	2	Republican	2916
3/1/2016	JACKSON	2	1	2	Democrat	240
3/1/2016	JACKSON	2	1	2	Independent Party	70
3/1/2016	JACKSON	2	1	2	NAV+	253
3/1/2016	JACKSON	2	1	2	Republican	375
3/1/2016	JACKSON	4	2	2	Democrat	7452
3/1/2016	JACKSON	4	2	2	Independent Party	2036
3/1/2016	JACKSON	4	2	2	NAV+	8285
3/1/2016	JACKSON	4	2	2	Republican	13825
3/1/2016	JACKSON	5	3	2	Democrat	18516
3/1/2016	JACKSON	5	3	2	Independent Party	2257
3/1/2016	JACKSON	5	3	2	NAV+	10538
3/1/2016	JACKSON	5	3	2	Republican	11007
3/1/2016	JACKSON	6	3	2	Democrat	10034
3/1/2016	JACKSON	6	3	2	Independent Party	2207
3/1/2016	JACKSON	6	3	2	NAV+	9184
3/1/2016	JACKSON	6	3	2	Republican	12830
3/1/2016	JACKSON	55	28	2	Democrat	2812
3/1/2016	JACKSON	55	28	2	Independent Party	767
3/1/2016	JACKSON	55	28	2	NAV+	3159
3/1/2016	JACKSON	55	28	2	Republican	5429
3/1/2016	JEFFERSON	59	30	2	Democrat	2935
3/1/2016	JEFFERSON	59	30	2	Independent Party	651
3/1/2016	JEFFERSON	59	30	2	NAV+	2738
3/1/2016	JEFFERSON	59	30	2	Republican	4086
3/1/2016	JOSEPHINE	1	1	4	Democrat	648
3/1/2016	JOSEPHINE	1	1	4	Independent Party	158
3/1/2016	JOSEPHINE	1	1	4	NAV+	797
3/1/2016	JOSEPHINE	1	1	4	Republican	967
3/1/2016	JOSEPHINE	2	1	4	Democrat	837
3/1/2016	JOSEPHINE	2	1	4	Independent Party	232
3/1/2016	JOSEPHINE	2	1	4	NAV+	978
3/1/2016	JOSEPHINE	2	1	4	Republican	1535
3/1/2016	JOSEPHINE	3	2	2	Democrat	6867
3/1/2016	JOSEPHINE	3	2	2	Independent Party	1701
3/1/2016	JOSEPHINE	3	2	2	NAV+	7155
3/1/2016	JOSEPHINE	3	2	2	Republican	10911
3/1/2016	JOSEPHINE	3	2	4	Democrat	3696
3/1/2016	JOSEPHINE	3	2	4	Independent Party	805
3/1/2016	JOSEPHINE	3	2	4	NAV+	3973
3/1/2016	JOSEPHINE	3	2	4	Republican	4731
3/1/2016	JOSEPHINE	4	2	2	Democrat	1381
3/1/2016	JOSEPHINE	4	2	2	Independent Party	327
3/1/2016	JOSEPHINE	4	2	2	NAV+	1405
3/1/2016	JOSEPHINE	4	2	2	Republican	2564
3/1/2016	JOSEPHINE	4	2	4	Democrat	104
3/1/2016	JOSEPHINE	4	2	4	Independent Party	23
3/1/2016	JOSEPHINE	4	2	4	NAV+	121
3/1/2016	JOSEPHINE	4	2	4	Republican	187
3/1/2016	KLAMATH	5	3	2	NAV+	0
3/1/2016	KLAMATH	55	28	2	Democrat	1130
3/1/2016	KLAMATH	55	28	2	Independent Party	313
3/1/2016	KLAMATH	55	28	2	NAV+	1076
3/1/2016	KLAMATH	55	28	2	Republican	1851
3/1/2016	KLAMATH	56	28	2	Democrat	6625
3/1/2016	KLAMATH	56	28	2	Independent Party	1620
3/1/2016	KLAMATH	56	28	2	NAV+	6819
3/1/2016	KLAMATH	56	28	2	Republican	14000
3/1/2016	LAKE	55	28	2	Democrat	257
3/1/2016	LAKE	55	28	2	Independent Party	83
3/1/2016	LAKE	55	28	2	NAV+	319
3/1/2016	LAKE	55	28	2	Republican	695
3/1/2016	LAKE	56	28	2	Democrat	464
3/1/2016	LAKE	56	28	2	Independent Party	109
3/1/2016	LAKE	56	28	2	NAV+	462
3/1/2016	LAKE	56	28	2	Republican	1305
3/1/2016	LAKE	60	30	2	Democrat	54
3/1/2016	LAKE	60	30	2	Independent Party	23
3/1/2016	LAKE	60	30	2	NAV+	47
3/1/2016	LAKE	60	30	2	Republican	252
3/1/2016	LANE	7	4	4	Democrat	6465
3/1/2016	LANE	7	4	4	Independent Party	969
3/1/2016	LANE	7	4	4	NAV+	4710
3/1/2016	LANE	7	4	4	Republican	6109
3/1/2016	LANE	8	4	4	Democrat	20714
3/1/2016	LANE	8	4	4	Independent Party	1734
3/1/2016	LANE	8	4	4	NAV+	10268
3/1/2016	LANE	8	4	4	Republican	8578
3/1/2016	LANE	9	5	4	Democrat	4425
3/1/2016	LANE	9	5	4	Independent Party	750
3/1/2016	LANE	9	5	4	NAV+	2715
3/1/2016	LANE	9	5	4	Republican	3762
3/1/2016	LANE	11	6	4	Democrat	12897
3/1/2016	LANE	11	6	4	Independent Party	1278
3/1/2016	LANE	11	6	4	NAV+	6973
3/1/2016	LANE	11	6	4	Republican	7462
3/1/2016	LANE	12	6	4	Democrat	12654
3/1/2016	LANE	12	6	4	Independent Party	1658
3/1/2016	LANE	12	6	4	NAV+	9398
3/1/2016	LANE	12	6	4	Republican	8642
3/1/2016	LANE	13	7	4	Democrat	17197
3/1/2016	LANE	13	7	4	Independent Party	1972
3/1/2016	LANE	13	7	4	NAV+	10006
3/1/2016	LANE	13	7	4	Republican	9684
3/1/2016	LANE	14	7	4	Democrat	14749
3/1/2016	LANE	14	7	4	Independent Party	1987
3/1/2016	LANE	14	7	4	NAV+	10447
3/1/2016	LANE	14	7	4	Republican	10578
3/1/2016	LINCOLN	9	5	5	Democrat	297
3/1/2016	LINCOLN	9	5	5	Independent Party	36
3/1/2016	LINCOLN	9	5	5	NAV+	124
3/1/2016	LINCOLN	9	5	5	Republican	113
3/1/2016	LINCOLN	10	5	5	Democrat	10968
3/1/2016	LINCOLN	10	5	5	Independent Party	1651
3/1/2016	LINCOLN	10	5	5	NAV+	7704
3/1/2016	LINCOLN	10	5	5	Republican	7040
3/1/2016	LINN	11	6	4	Democrat	2192
3/1/2016	LINN	11	6	4	Independent Party	466
3/1/2016	LINN	11	6	4	NAV+	2042
3/1/2016	LINN	11	6	4	Republican	3917
3/1/2016	LINN	15	8	4	Democrat	9666
3/1/2016	LINN	15	8	4	Independent Party	1707
3/1/2016	LINN	15	8	4	NAV+	8102
3/1/2016	LINN	15	8	4	Republican	10446
3/1/2016	LINN	17	9	4	Democrat	7702
3/1/2016	LINN	17	9	4	Independent Party	1557
3/1/2016	LINN	17	9	4	NAV+	7302
3/1/2016	LINN	17	9	4	Republican	10123
3/1/2016	MALHEUR	60	30	2	Democrat	2446
3/1/2016	MALHEUR	60	30	2	Independent Party	415
3/1/2016	MALHEUR	60	30	2	NAV+	3253
3/1/2016	MALHEUR	60	30	2	Republican	5756
3/1/2016	MARION	17	9	5	Democrat	2550
3/1/2016	MARION	17	9	5	Independent Party	402
3/1/2016	MARION	17	9	5	NAV+	2139
3/1/2016	MARION	17	9	5	Republican	4031
3/1/2016	MARION	18	9	5	Democrat	5915
3/1/2016	MARION	18	9	5	Independent Party	985
3/1/2016	MARION	18	9	5	NAV+	4654
3/1/2016	MARION	18	9	5	Republican	8142
3/1/2016	MARION	19	10	5	Democrat	11401
3/1/2016	MARION	19	10	5	Independent Party	1812
3/1/2016	MARION	19	10	5	NAV+	8754
3/1/2016	MARION	19	10	5	Republican	13299
3/1/2016	MARION	20	10	5	Democrat	4772
3/1/2016	MARION	20	10	5	Independent Party	559
3/1/2016	MARION	20	10	5	NAV+	2782
3/1/2016	MARION	20	10	5	Republican	4493
3/1/2016	MARION	21	11	5	Democrat	11083
3/1/2016	MARION	21	11	5	Independent Party	1377
3/1/2016	MARION	21	11	5	NAV+	8359
3/1/2016	MARION	21	11	5	Republican	7385
3/1/2016	MARION	22	11	5	Democrat	7848
3/1/2016	MARION	22	11	5	Independent Party	1002
